Date,TimeIn,GateIn,PCIn,ContactNo,NRIC,TimeOut,GateOut,PCOut,Stay
2020-08-25,15:39,A,5,98448800,S5715689X,16:44,F,11,65
2020-08-25,15:41,B,5,96581762,F3614516X,18:58,F,10,197
2020-08-25,15:45,C,1,96830016,F5327937X,19:33,D,12,228
2020-08-25,15:46,A,4,87773623,F0527551X,18:12,G,8,146
2020-08-25,15:46,C,6,88986653,S0494433X,16:30,D,7,44
2020-08-25,15:50,C,4,98368186,S6370902X,16:39,G,10,49
2020-08-25,15:55,C,2,92355596,F3516581X,17:28,G,12,93
2020-08-25,15:55,B,2,88890728,T3064174X,17:18,F,8,83
2020-08-25,15:55,C,3,95500128,S2581145X,16:09,D,8,14
2020-08-25,15:55,A,1,91131917,T1480708X,17:16,D,10,81
2020-08-25,15:58,A,6,83652674,T4470713X,19:29,E,12,211
2020-08-25,15:58,B,1,88451525,G6607978X,16:35,F,8,37
2020-08-25,16:01,C,6,98003426,S3365694X,18:34,G,11,153
2020-08-25,16:04,B,5,85411689,T7179953X,18:31,G,11,147
2020-08-25,16:08,C,6,82478359,F4211657X,19:48,F,10,220
2020-08-25,16:10,B,4,89369292,F3690795X,16:41,F,12,31
2020-08-25,16:10,B,6,99618719,G3800675X,18:11,G,9,121
2020-08-25,16:13,B,1,87542733,F1457480X,17:33,D,9,80
2020-08-25,16:15,A,6,95326866,T6402196X,18:13,E,7,118
2020-08-25,16:17,A,4,85630863,S2602241X,19:57,F,11,220
2020-08-25,16:17,B,2,99069726,S0019183X,17:39,F,7,82
2020-08-25,16:21,B,2,94221424,F2725149X,20:02,F,12,221
2020-08-25,16:23,C,4,99334635,S2582422X,17:01,D,12,38
2020-08-25,16:23,C,3,89451290,S8685286X,17:03,F,8,40
2020-08-25,16:24,A,1,91564810,G3606396X,17:45,F,12,81
2020-08-25,16:27,B,5,97626472,F4290684X,19:09,D,10,162
2020-08-25,16:29,C,3,93696684,T3497167X,18:44,E,10,135
2020-08-25,16:31,C,4,95554589,T2900037X,17:54,E,12,83
2020-08-25,16:31,A,6,96819641,F0448844X,16:38,E,11,7
2020-08-25,16:35,B,5,93242752,F4508278X,20:11,E,12,216
2020-08-25,16:37,C,3,94574743,S3981175X,17:05,D,12,28
2020-08-25,16:38,C,2,95793432,G2200186X,19:14,D,9,156
2020-08-25,16:40,B,4,91615036,F2222149X,18:01,E,9,81
2020-08-25,16:41,B,1,91560789,F0842990X,18:55,G,12,134
2020-08-25,16:46,C,1,81716685,S3511575X,18:48,E,10,122
2020-08-25,16:48,C,5,94064691,T2831302X,17:15,E,9,27
2020-08-25,16:51,A,1,81154081,F4632080X,20:36,D,12,225
2020-08-25,16:54,C,3,84968301,T3016708X,19:16,E,8,142
2020-08-25,16:54,B,6,95366107,S4170018X,20:25,F,11,211
2020-08-25,16:56,A,2,95298798,F5707641X,17:36,E,12,40
2020-08-25,17:00,A,4,98161538,S0875723X,18:30,D,10,90
2020-08-25,17:04,B,5,83606989,F7374617X,20:13,F,8,189
2020-08-25,17:04,A,6,98858716,S0187284X,19:59,E,11,175
2020-08-25,17:05,A,3,88018525,F2361441X,19:57,F,11,172
2020-08-25,17:07,B,1,97306732,F7656065X,20:57,F,8,230
2020-08-25,17:07,B,1,83978364,S6769809X,20:59,G,10,232
2020-08-25,17:08,C,3,98412652,F9471452X,18:38,F,7,90
2020-08-25,17:09,A,4,89355010,S4387684X,19:53,D,7,164
2020-08-25,17:10,C,4,99319488,T9630571X,20:47,G,7,217
2020-08-25,17:11,A,1,83207153,T6555039X,17:29,F,8,18
2020-08-25,17:11,B,4,93521660,F4842320X,17:50,G,7,39
2020-08-25,17:14,B,5,86471612,F6714563X,19:18,D,11,124
2020-08-25,17:16,A,1,89859300,T5922900X,18:58,F,8,102
2020-08-25,17:17,A,1,95804830,T9091385X,20:04,D,12,167
2020-08-25,17:21,A,6,88917999,S2114259X,17:31,F,8,10
2020-08-25,17:23,B,3,98899516,S8788654X,19:51,G,11,148
2020-08-25,17:27,A,2,81655968,S1623064X,20:12,D,8,165
2020-08-25,17:29,B,2,97836796,T8492510X,20:23,F,9,174
2020-08-25,17:30,A,5,95875253,S4428542X,20:50,G,9,200
2020-08-25,17:31,B,2,91218170,F6527021X,17:46,E,11,15
2020-08-25,17:32,A,3,88956095,T9426028X,18:54,G,12,82
2020-08-25,17:37,B,3,95756548,S1005253X,20:54,G,12,197
2020-08-25,17:37,B,5,85638243,S8717198X,19:54,F,12,137
2020-08-25,17:37,A,5,94553647,S1288267X,17:58,G,11,21
2020-08-25,17:42,A,6,97392761,F2360241X,18:22,D,10,40
2020-08-25,17:46,C,1,88363599,G9866555X,20:56,E,7,190
2020-08-25,17:50,A,5,86797063,F6824523X,20:44,G,10,174
2020-08-25,17:52,C,2,89650276,S3144105X,17:58,D,11,6
2020-08-25,17:54,A,4,93526846,S9267383X,18:37,E,11,43
2020-08-25,17:59,B,6,87825678,S6926857X,20:39,F,7,160
2020-08-25,18:01,B,6,82444233,T4760878X,19:00,D,7,59
2020-08-25,18:06,C,4,97559951,S3864886X,21:41,E,11,215
2020-08-25,18:07,C,2,92263821,F6627346X,21:07,F,8,180
2020-08-25,18:12,C,2,89292535,T7645052X,19:57,D,7,105
2020-08-25,18:13,A,6,96650776,G1346743X,20:00,G,8,107
2020-08-25,18:15,B,1,94545999,T9433681X,18:51,G,12,36
2020-08-25,18:20,C,1,87145683,S4660664X,19:00,G,9,40
2020-08-25,18:22,A,6,98568495,S3685060X,20:30,F,9,128
2020-08-25,18:23,B,6,96880589,F9893618X,21:18,F,12,175
2020-08-25,18:24,A,6,88023957,G0698194X,19:39,F,9,75
2020-08-25,18:27,A,3,91541853,F1783512X,19:57,F,10,90
2020-08-25,18:27,A,2,82764263,T9465402X,20:31,E,10,124
2020-08-25,18:32,C,4,88138847,S9720121X,22:25,E,12,233
2020-08-25,18:37,A,6,99538168,S2821962X,21:01,F,7,144
2020-08-25,18:38,C,4,98463351,T3633475X,20:25,E,11,107
2020-08-25,18:41,B,4,88640170,F7298039X,22:00,D,9,199
2020-08-25,18:41,B,5,95690085,S9876914X,21:27,G,12,166
2020-08-25,18:44,B,5,83378647,S8761296X,22:18,F,9,214
2020-08-25,18:49,C,2,84935170,F3727670X,22:06,F,12,197
2020-08-25,18:50,A,4,91493043,F7869832X,20:14,G,12,84
2020-08-25,18:50,C,4,84957934,S5308889X,19:51,D,11,61
2020-08-25,18:53,A,2,84965237,T8993875X,21:14,F,10,141
2020-08-25,18:55,B,6,92250585,S1859479X,19:54,E,12,59
2020-08-25,19:00,C,6,87502764,S6410751X,21:44,G,12,164
2020-08-25,19:00,A,2,81560844,G7180019X,21:56,D,11,176
2020-08-25,19:00,C,6,98668487,S5307379X,21:41,F,11,161
2020-08-25,19:02,A,2,86140490,G7948973X,19:54,D,8,52
2020-08-25,19:02,C,4,87595438,T6255317X,20:53,D,8,111
2020-08-25,19:06,A,6,92405186,G2190172X,20:51,D,8,105
2020-08-25,19:06,A,1,83401503,F3082613X,19:14,G,10,8
2020-08-25,19:07,B,4,94466315,S1353313X,20:27,D,12,80
2020-08-25,19:10,B,5,96642123,F7226405X,21:54,F,7,164
2020-08-25,19:14,C,6,89492064,T2237430X,21:40,D,7,146
2020-08-25,19:14,B,2,84154843,S9177167X,19:34,F,9,20
2020-08-25,19:15,A,1,98719930,S7472330X,19:57,E,10,42
2020-08-25,19:17,B,1,94332224,S4375553X,21:05,E,10,108
2020-08-25,19:18,B,4,91686792,S5794837X,20:09,E,9,51
2020-08-25,19:20,C,3,99890655,G5747065X,20:10,G,7,50
2020-08-25,19:22,B,4,84474491,F8987032X,20:33,F,8,71
2020-08-25,19:27,B,5,91143248,T2623931X,20:53,G,7,86
2020-08-25,19:28,A,5,88395716,T4471281X,22:00,E,10,152
2020-08-25,19:31,A,4,96378606,S7642158X,20:19,F,7,48
2020-08-25,19:31,B,4,82873108,S6030652X,19:34,D,12,3
2020-08-25,19:32,A,3,89095070,T8536071X,21:07,G,12,95
2020-08-25,19:34,C,6,98553491,G0335310X,21:06,G,9,92
2020-08-25,19:35,B,4,86398867,T8009040X,21:18,F,9,103
2020-08-25,19:35,A,4,86033378,G9061112X,21:00,E,9,85
2020-08-25,19:36,B,6,94875146,F6023217X,19:49,F,9,13
2020-08-25,19:41,B,1,85180296,S6473398X,22:00,D,8,139
2020-08-25,19:42,C,3,92610407,T1475474X,21:12,D,11,90
2020-08-25,19:47,B,2,86819308,F9170000X,20:42,E,11,55
2020-08-25,19:52,B,4,85204258,F2292572X,20:10,F,11,18
2020-08-25,19:56,B,6,99243077,T8533265X,21:08,D,8,72
2020-08-25,19:56,A,1,85989297,S8213343X,20:22,D,8,26
2020-08-25,19:58,C,2,88608694,G2768771X,20:52,E,12,54
2020-08-25,19:58,C,3,99078273,T8749959X,21:31,E,9,93
2020-08-25,20:02,B,5,87651544,S9216544X,21:11,E,9,69
2020-08-25,20:04,A,4,95772651,T1832315X,20:58,D,10,54
2020-08-25,20:04,C,3,95712489,F4110065X,21:10,D,12,66
2020-08-25,20:09,A,4,89068768,T0570785X,21:32,G,11,83
2020-08-25,20:11,A,4,83184999,F6485803X,20:49,D,11,38
2020-08-25,20:12,C,1,96319092,F6417663X,21:00,D,11,48
2020-08-25,20:12,A,2,81997115,F5838419X,21:56,E,11,104
2020-08-25,20:15,C,4,92436238,T7233899X,21:03,F,11,48
2020-08-25,20:15,B,2,99262689,T3282075X,21:56,F,12,101
2020-08-25,20:17,C,2,81802652,F6684377X,20:37,G,9,20
2020-08-25,20:21,C,3,93353775,T7368720X,21:50,G,10,89
2020-08-25,20:21,C,1,85121248,G6674003X,20:56,F,11,35
2020-08-25,20:24,B,3,97244222,S9010636X,21:06,E,8,42
2020-08-25,20:29,C,5,83490773,F2024949X,21:47,D,12,78
2020-08-25,20:33,B,4,96131172,S5746369X,21:50,F,10,77
2020-08-25,20:35,B,4,85081645,F5111590X,20:59,G,11,24
2020-08-25,20:35,C,1,82623149,F9725414X,21:12,F,9,37
2020-08-25,20:37,B,6,99988656,S7404849X,21:00,D,8,23
2020-08-25,20:42,A,2,98073807,G2569361X,21:25,G,11,43
2020-08-25,20:47,C,6,82779402,T0161157X,21:45,F,7,58
2020-08-25,20:51,B,6,98670470,F0551136X,21:28,E,9,37
2020-08-25,20:54,C,2,88701891,S0944713X,21:35,D,8,41
2020-08-25,20:58,C,5,81298433,F2200736X,21:48,G,12,50
2020-08-25,20:58,B,1,81986625,F5445496X,21:44,D,9,46
2020-08-25,20:59,B,4,94610472,G1332411X,21:49,E,12,50
2020-08-25,21:00,B,1,88372561,S9263366X,21:05,E,9,5
2020-08-25,21:04,A,1,98133630,S2111750X,21:36,G,9,32
2020-08-25,21:09,A,5,93231301,G6759342X,21:56,F,12,47
2020-08-25,21:11,B,1,98446346,S5479028X,21:45,F,9,34
2020-08-25,21:15,C,4,81714676,G8762738X,21:29,E,8,14
2020-08-25,21:16,C,1,97316397,T3124041X,21:53,E,12,37
2020-08-25,21:19,B,1,88373455,T7835592X,21:48,G,9,29
2020-08-25,21:22,A,6,98012689,F7419028X,21:48,E,12,26
2020-08-25,21:22,B,6,84715201,T9203577X,21:29,F,12,7
2020-08-25,21:23,A,1,89441770,S0518570X,21:35,F,12,12
2020-08-25,21:28,C,5,88304560,S7201040X,21:37,D,7,9
2020-08-25,21:30,A,1,82660900,F3294588X,21:46,G,12,16
2020-08-25,21:35,B,4,99951755,G2312806X,21:47,E,9,12
2020-08-25,21:36,B,3,83295146,T1775011X,21:54,F,7,18
2020-08-25,21:37,B,6,83925759,G1919949X,21:47,D,7,10
2020-08-25,21:37,C,5,88584728,G3405237X,21:58,F,11,21
2020-08-25,21:42,A,5,96651215,T8875455X,21:58,F,7,16
2020-08-25,21:45,A,6,95037319,S5659129X,21:52,D,10,7
2020-08-26,10:00,C,1,98845187,F2777209X,12:07,F,9,127
2020-08-26,10:02,B,3,98166974,S1101712X,13:26,G,10,204
2020-08-26,10:02,A,5,98758895,S6258763X,12:44,D,12,162
2020-08-26,10:03,C,3,81327385,T8577214X,13:55,E,8,232
2020-08-26,10:06,A,5,98679843,G1951785X,12:55,F,8,169
2020-08-26,10:06,B,3,98129165,T0042011X,13:42,E,10,216
2020-08-26,10:09,A,6,93798856,S5995098X,13:54,F,7,225
2020-08-26,10:12,B,5,88389922,F9749393X,10:37,D,9,25
2020-08-26,10:14,C,3,97686628,G8702598X,13:07,F,11,173
2020-08-26,10:18,B,5,93900782,G2661785X,13:49,F,11,211
2020-08-26,10:19,C,3,95278280,F0989389X,11:23,F,12,64
2020-08-26,10:24,A,4,96131178,S6357703X,11:59,F,12,95
2020-08-26,10:24,B,2,88631825,G4905801X,13:53,F,10,209
2020-08-26,10:28,B,1,98202278,T6308621X,11:13,D,8,45
2020-08-26,10:32,C,2,91993049,F2076230X,14:27,F,10,235
2020-08-26,10:35,B,6,93330552,T3867171X,12:10,F,8,95
2020-08-26,10:36,A,6,98891880,G8689469X,12:35,E,9,119
2020-08-26,10:41,B,4,85717300,G3250900X,12:45,G,7,124
2020-08-26,10:44,A,6,93716882,S7097072X,11:38,F,8,54
2020-08-26,10:45,C,1,87895089,G4031959X,13:04,E,7,139
2020-08-26,10:50,B,1,87642736,F9322627X,14:34,E,11,224
2020-08-26,10:50,C,1,89723297,G9663298X,12:43,E,12,113
2020-08-26,10:55,A,5,89738201,T0361030X,12:03,D,12,68
2020-08-26,10:56,A,3,84969048,T1198613X,11:41,F,7,45
2020-08-26,10:58,A,1,84425740,S2056055X,12:57,G,11,119
2020-08-26,10:59,C,1,91114741,T3408452X,14:33,F,10,214
2020-08-26,11:00,B,3,92340442,F1309965X,13:40,D,10,160
2020-08-26,11:02,C,6,85657120,G0255590X,13:09,D,8,127
2020-08-26,11:05,C,1,94590366,F7746404X,11:33,G,10,28
2020-08-26,11:08,C,5,86438582,S8657531X,11:19,E,8,11
2020-08-26,11:12,C,2,99432859,T0256880X,11:28,E,7,16
2020-08-26,11:13,C,6,85263679,G6893791X,12:48,G,9,95
2020-08-26,11:17,B,5,82820555,S6502489X,14:35,D,7,198
2020-08-26,11:21,A,5,93705535,S5200467X,13:30,G,7,129
2020-08-26,11:23,C,6,98939572,S7935326X,13:51,G,11,148
2020-08-26,11:27,C,1,99960163,F3682319X,11:45,F,7,18
2020-08-26,11:30,C,1,85075584,F0319187X,15:20,E,9,230
2020-08-26,11:33,B,3,94429600,S3434210X,13:20,F,9,107
2020-08-26,11:38,A,1,91330246,T9617920X,13:43,D,11,125
2020-08-26,11:39,B,2,94346336,S1067314X,14:09,G,10,150
2020-08-26,11:41,B,5,93306916,G9546439X,11:44,E,8,3
2020-08-26,11:44,B,3,89222816,T4585736X,15:16,G,8,212
2020-08-26,11:44,A,6,95880935,F8436879X,14:11,E,11,147
2020-08-26,11:47,A,2,86611326,F7114589X,15:01,D,8,194
2020-08-26,11:49,A,2,93341918,T5257308X,12:47,F,12,58
2020-08-26,11:50,A,6,98409020,S9752009X,15:32,F,11,222
2020-08-26,11:53,B,3,83219277,S8028261X,12:43,D,9,50
2020-08-26,11:53,A,2,97382050,F0501814X,15:06,D,10,193
2020-08-26,11:53,C,5,89563795,S9348095X,13:53,F,8,120
2020-08-26,11:57,B,3,81744382,G7963335X,12:22,D,9,25
2020-08-26,12:01,C,3,94032699,S8634816X,12:24,D,7,23
2020-08-26,12:01,B,4,98684312,G4591249X,12:51,F,9,50
2020-08-26,12:02,B,6,94382308,F9842441X,12:52,G,10,50
2020-08-26,12:03,B,3,93436401,T0704533X,14:53,E,7,170
2020-08-26,12:06,B,1,98569826,T3493949X,12:18,D,8,12
2020-08-26,12:11,C,5,85930963,S4002137X,12:20,F,8,9
2020-08-26,12:11,B,6,81519030,T1827380X,13:29,G,10,78
2020-08-26,12:16,A,3,91190123,S0288186X,14:04,E,12,108
2020-08-26,12:19,A,6,85435346,S0073059X,14:19,G,8,120
2020-08-26,12:24,C,2,82239225,G2141794X,12:55,E,11,31
2020-08-26,12:25,A,1,97420283,S6404320X,14:29,G,7,124
2020-08-26,12:29,C,2,86792968,T7558332X,14:24,D,10,115
2020-08-26,12:34,A,4,99746457,F3501494X,14:08,D,10,94
2020-08-26,12:36,C,6,87865272,T5650456X,15:31,D,8,175
2020-08-26,12:41,C,2,83095211,G1810996X,16:13,D,7,212
2020-08-26,12:41,B,1,82477074,T6864077X,15:41,E,10,180
2020-08-26,12:44,C,3,83278360,G8652731X,14:41,F,12,117
2020-08-26,12:49,C,3,97940678,F3440452X,13:42,D,8,53
2020-08-26,12:54,A,6,94457963,T0653927X,14:25,G,12,91
2020-08-26,12:59,C,2,92040687,F4824682X,13:29,D,7,30
2020-08-26,13:00,A,1,91310798,T3258437X,15:35,E,9,155
2020-08-26,13:03,C,6,95316482,G1682250X,13:23,G,9,20
2020-08-26,13:06,A,1,94204737,S3970914X,14:53,E,10,107
2020-08-26,13:09,C,3,91392100,S6919619X,16:09,G,9,180
2020-08-26,13:09,A,2,82113558,G2061733X,14:36,G,9,87
2020-08-26,13:12,A,3,93282945,G7770815X,15:46,D,11,154
2020-08-26,13:13,B,1,99569013,S5188730X,15:23,D,11,130
2020-08-26,13:13,A,5,94142388,S1299905X,14:25,F,11,72
2020-08-26,13:17,B,6,91688962,T5760684X,17:11,D,7,234
2020-08-26,13:22,C,6,93951298,S9572000X,14:43,E,8,81
2020-08-26,13:26,C,5,81955815,G3451681X,13:41,D,7,15
2020-08-26,13:29,A,5,98806467,G0317741X,15:11,E,12,102
2020-08-26,13:34,B,2,85390785,S2548360X,17:16,E,10,222
2020-08-26,13:35,A,4,96577190,S1552384X,16:09,F,10,154
2020-08-26,13:39,A,4,99176464,T4655221X,16:09,G,11,150
2020-08-26,13:40,B,1,89380892,F4142582X,16:21,F,11,161
2020-08-26,13:42,A,3,94145662,T5918824X,17:24,D,8,222
2020-08-26,13:46,C,3,93380849,F4526882X,17:00,G,8,194
2020-08-26,13:51,B,2,85030996,F6713833X,16:37,E,12,166
2020-08-26,13:51,B,1,88948136,F0797043X,16:31,D,8,160
2020-08-26,13:52,B,1,98776955,T8021821X,17:22,D,9,210
2020-08-26,13:54,C,2,91688573,S9245845X,15:48,E,9,114
2020-08-26,13:58,A,2,86461381,G8026919X,15:18,D,11,80
2020-08-26,14:02,A,5,93107940,S5337214X,16:29,E,10,147
2020-08-26,14:04,A,1,82630459,T1340897X,16:12,D,8,128
2020-08-26,14:04,B,3,81646607,S2483891X,16:18,G,9,134
2020-08-26,14:04,C,3,92202941,T0793945X,17:15,F,9,191
2020-08-26,14:04,A,5,93750317,T7200647X,16:21,G,9,137
2020-08-26,14:05,B,2,94449013,G7211532X,15:52,G,11,107
2020-08-26,14:09,A,5,91997726,S3750486X,18:03,G,10,234
2020-08-26,14:12,A,2,85665240,G7968014X,14:23,D,10,11
2020-08-26,14:12,B,5,81347202,S1781792X,18:12,F,9,240
2020-08-26,14:13,A,2,91835934,F1745262X,16:53,D,11,160
2020-08-26,14:18,C,1,98373999,G2301255X,18:17,E,7,239
2020-08-26,14:20,C,3,94688670,T3621850X,14:44,G,11,24
2020-08-26,14:21,B,1,96985241,F0135225X,15:51,G,11,90
2020-08-26,14:21,B,4,92660851,T8824173X,17:37,E,10,196
2020-08-26,14:23,B,5,95547219,S9169421X,18:22,E,7,239
2020-08-26,14:24,C,2,99378029,F0479276X,15:34,E,12,70
2020-08-26,14:26,A,2,81866177,G0843618X,14:45,D,9,19
2020-08-26,14:28,C,4,93669647,S5079792X,15:06,G,11,38
2020-08-26,14:33,B,2,92317993,G8412461X,16:05,D,10,92
2020-08-26,14:35,A,4,82696471,F3220654X,16:25,F,12,110
2020-08-26,14:39,B,2,85100146,S2622790X,15:16,D,7,37
2020-08-26,14:43,C,1,88630802,S2813060X,17:57,E,8,194
2020-08-26,14:47,A,3,89852659,T9092414X,17:41,F,9,174
2020-08-26,14:47,C,6,81371141,F9558039X,15:33,E,10,46
2020-08-26,14:50,C,3,81310135,T6294467X,17:27,F,7,157
2020-08-26,14:52,A,1,95673081,G3055852X,15:07,E,7,15
2020-08-26,14:52,B,1,88423118,T4532967X,18:13,D,7,201
2020-08-26,14:54,C,1,82360611,F6422439X,16:36,F,8,102
2020-08-26,14:58,C,6,93897278,F4678089X,18:28,G,8,210
2020-08-26,15:01,C,6,86797106,S2283347X,18:52,D,7,231
2020-08-26,15:03,B,6,88808228,G2552124X,18:01,D,9,178
2020-08-26,15:03,A,1,84024898,G4203730X,17:16,E,12,133
2020-08-26,15:04,C,6,92323970,G7462783X,16:40,F,9,96
2020-08-26,15:07,C,1,87711261,F3350160X,15:14,D,12,7
2020-08-26,15:11,B,2,95020567,S0715706X,16:23,E,7,72
2020-08-26,15:16,C,2,99912830,F1210447X,16:16,G,11,60
2020-08-26,15:17,C,1,84509049,S8988918X,15:45,F,12,28
2020-08-26,15:22,C,4,87995944,T1628854X,18:25,G,10,183
2020-08-26,15:23,B,2,86103431,T9167555X,17:09,E,11,106
2020-08-26,15:24,A,6,92623549,T0577612X,19:03,G,11,219
2020-08-26,15:27,C,1,94052088,S4594335X,18:15,G,7,168
2020-08-26,15:27,A,3,96713648,S9034248X,19:09,D,7,222
2020-08-26,15:31,A,3,96871360,S2602730X,17:29,D,11,118
2020-08-26,15:36,C,5,93105803,G8181070X,16:11,E,7,35
2020-08-26,15:38,B,6,91708707,T1712609X,18:49,F,12,191
2020-08-26,15:41,C,3,95518388,T0560669X,19:33,E,9,232
2020-08-26,15:42,A,6,85969630,F9425699X,16:20,F,10,38
2020-08-26,15:47,C,4,89584905,S4491407X,18:12,E,11,145
2020-08-26,15:52,C,2,83597623,T5742634X,16:05,G,9,13
2020-08-26,15:54,A,3,85821274,G5759865X,19:03,G,9,189
2020-08-26,15:57,A,2,91273085,T7283992X,18:20,F,12,143
2020-08-26,15:58,B,4,97789526,S0046659X,18:15,D,11,137
2020-08-26,16:01,A,4,97822659,S7276840X,19:19,E,12,198
2020-08-26,16:03,A,5,93788161,G7872921X,16:45,F,7,42
2020-08-26,16:03,C,1,88253893,F7289870X,17:17,E,9,74
2020-08-26,16:04,B,1,95733580,S6647410X,19:13,F,7,189
2020-08-26,16:04,A,5,84988358,F6466858X,16:47,G,12,43
2020-08-26,16:06,C,4,88710431,T8828739X,16:43,E,9,37
2020-08-26,16:10,A,3,82151198,S0571435X,19:05,D,8,175
2020-08-26,16:10,B,3,98087901,T7866246X,19:44,F,12,214
2020-08-26,16:12,C,3,88746410,F7526530X,18:20,D,11,128
2020-08-26,16:16,C,1,94706809,T3798159X,19:23,D,11,187
2020-08-26,16:19,A,3,89183357,T6508898X,18:02,E,8,103
2020-08-26,16:21,A,5,85957791,F9220244X,19:16,G,8,175
2020-08-26,16:23,C,3,98924431,F1721631X,17:46,D,11,83
2020-08-26,16:24,C,3,93870000,T8613164X,19:12,D,7,168
2020-08-26,16:26,A,5,82336968,S3834292X,19:11,F,10,165
2020-08-26,16:27,C,4,82391346,T9309933X,17:42,G,8,75
2020-08-26,16:29,C,5,83910067,S9672260X,19:47,E,7,198
2020-08-26,16:34,C,1,93045437,S5248831X,19:28,F,10,174
2020-08-26,16:34,C,1,97377210,S5790403X,16:48,G,10,14
2020-08-26,16:35,A,6,86569969,G2148116X,19:30,G,7,175
2020-08-26,16:36,B,2,94298614,T0494237X,20:23,D,11,227
2020-08-26,16:38,B,4,97447995,F2093238X,18:28,D,7,110
2020-08-26,16:38,C,1,96208989,T8190889X,18:10,D,10,92
2020-08-26,16:41,B,1,85134159,S7360509X,16:45,G,12,4
2020-08-26,16:42,B,4,88275769,F0936236X,20:07,E,8,205
2020-08-26,16:44,B,3,97424157,G1391414X,17:36,D,12,52
2020-08-26,16:47,C,6,87697027,F1541587X,20:16,D,8,209
2020-08-26,16:47,B,4,86210097,T4688205X,17:34,G,11,47
2020-08-26,16:50,A,3,81654892,F7418152X,20:08,E,11,198
2020-08-26,16:54,C,5,85307218,F3893193X,18:45,E,9,111
2020-08-26,16:58,B,5,83100651,S0084704X,19:13,G,12,135
2020-08-26,17:02,C,1,83867621,G8729251X,19:54,F,7,172
2020-08-26,17:03,B,1,88908206,F8139949X,20:12,D,8,189
2020-08-26,17:06,C,2,86963413,G8750042X,19:51,G,8,165
2020-08-26,17:09,A,1,97787847,S1319341X,19:21,G,11,132
2020-08-26,17:12,C,6,91556757,G8206919X,21:07,D,11,235
2020-08-26,17:15,B,5,99737111,G5796449X,20:28,D,10,193
2020-08-26,17:15,A,5,88891703,F9050004X,19:51,D,11,156
2020-08-26,17:17,A,6,94994824,F9722624X,19:35,F,9,138
2020-08-26,17:18,C,1,86382557,G1685978X,17:41,G,9,23
2020-08-26,17:22,C,1,87682882,T3867463X,18:54,D,9,92
2020-08-26,17:23,C,1,92374337,G6846727X,20:18,G,8,175
2020-08-26,17:26,B,1,99362656,S6684632X,19:32,F,8,126
2020-08-26,17:28,C,4,81568991,T9451552X,21:02,E,11,214
2020-08-26,17:33,A,3,95276081,T8781076X,18:31,D,12,58
2020-08-26,17:36,C,3,92113801,F7056816X,20:40,E,8,184
2020-08-26,17:41,C,1,99842373,F3991475X,18:38,E,12,57
2020-08-26,17:43,B,6,81857750,S2158979X,20:33,G,9,170
2020-08-26,17:43,A,6,93673146,G1658432X,17:54,F,10,11
2020-08-26,17:47,A,5,81502229,T0421613X,21:08,G,8,201
2020-08-26,17:48,A,5,88126494,T5192703X,21:35,F,11,227
2020-08-26,17:49,C,2,85413235,T4807705X,18:35,F,9,46
2020-08-26,17:53,A,6,88832132,T8944150X,21:47,E,10,234
2020-08-26,17:55,A,2,81836273,G0304605X,19:09,G,12,74
2020-08-26,17:57,A,6,81260626,S1482263X,18:22,G,8,25
2020-08-26,18:02,B,6,95484381,G7547166X,21:41,F,10,219
2020-08-26,18:04,C,5,84460289,T2632734X,19:00,F,9,56
2020-08-26,18:08,B,4,91847870,G0016179X,18:51,D,11,43
2020-08-26,18:11,B,2,83570816,S2058287X,20:14,F,7,123
2020-08-26,18:15,C,3,85013916,F2323824X,18:28,D,10,13
2020-08-26,18:15,B,5,87295253,T0116229X,20:19,D,7,124
2020-08-26,18:17,C,6,96435263,T3135673X,21:55,G,12,218
2020-08-26,18:19,A,4,88018292,F5874822X,19:00,F,9,41
2020-08-26,18:23,C,6,92637309,T1033365X,18:58,F,8,35
2020-08-26,18:23,A,2,93444741,G7189358X,21:46,D,11,203
2020-08-26,18:23,C,2,92584627,T9666532X,19:29,D,9,66
2020-08-26,18:27,B,1,87772511,T3869156X,21:16,F,10,169
2020-08-26,18:31,B,1,98532158,T4747786X,21:25,F,11,174
2020-08-26,18:31,C,1,93086200,G8886323X,19:33,E,11,62
2020-08-26,18:33,B,1,96714986,S2994587X,22:33,F,11,240
2020-08-26,18:38,B,4,81303005,G0515593X,21:19,E,8,161
2020-08-26,18:40,B,2,93188306,F5140969X,20:00,F,7,80
2020-08-26,18:40,C,6,98832099,F1866170X,22:28,E,10,228
2020-08-26,18:41,C,5,98510297,F7676855X,22:28,F,10,227
2020-08-26,18:45,A,1,93667549,F6611163X,21:24,F,11,159
2020-08-26,18:46,B,2,92977324,T0031118X,19:51,E,10,65
2020-08-26,18:47,B,2,96027493,G7080251X,19:47,F,9,60
2020-08-26,18:52,B,6,88460056,S0667521X,22:10,D,7,198
2020-08-26,18:52,C,6,98455427,G2185765X,19:34,E,7,42
2020-08-26,18:57,A,5,97387497,S5184378X,20:04,D,11,67
2020-08-26,19:00,C,1,88575099,G9451318X,19:25,G,7,25
2020-08-26,19:04,A,4,84615718,T9972133X,19:43,F,7,39
2020-08-26,19:06,A,3,84282218,T5526055X,21:56,G,9,170
2020-08-26,19:09,A,6,87652991,F5265065X,19:54,D,11,45
